SIDO,VISIT_AREA_NM,GUNGU,EUPMYEON,VISIT_AREA_TYPE_CD,RESIDENCE_TIME_MIN_mean,RCMDTN_INTENTION_mean,REVISIT_YN_mean,TRAVEL_COMPANIONS_NUM_mean,REVISIT_INTENTION_mean
제주특별자치도,스시애월,제주시,애월읍,11.0,52.5,4.25,0.0,1.25,4.0
제주특별자치도,대춘해장국 노형점,제주시,노형동,11.0,45.0,5.0,0.25,1.75,5.0
제주특별자치도,맥도날드 제주시청DT점,제주시,이도이동,11.0,60.0,4.0,0.3333333333333333,0.3333333333333333,4.0
제주특별자치도,제주도고기국수만세국수,제주시,이도이동,11.0,30.0,3.0,0.0,1.0,3.0
제주특별자치도,남쪽마녀의레시피,제주시,우도면,11.0,60.0,2.5,0.0,2.0,2.5
제주특별자치도,거멍국수,서귀포시,안덕면,11.0,40.0,4.333333333333333,0.0,2.333333333333333,4.333333333333333
제주특별자치도,서프보이,서귀포시,성산읍,11.0,40.0,4.0,0.0,1.6666666666666667,4.0
제주특별자치도,스타벅스 제주공항DT점,제주시,용담이동,11.0,70.0,4.666666666666667,0.0,1.0,4.666666666666667
제주특별자치도,우도자연식당,제주시,우도면,11.0,45.0,3.5,0.0,1.5,3.0
제주특별자치도,어촌식당,서귀포시,표선면,11.0,100.0,3.333333333333333,0.3333333333333333,6.666666666666667,3.333333333333333
제주특별자치도,전망좋은집흑돼지,서귀포시,성산읍,11.0,75.0,3.5,0.0,1.75,3.5
제주특별자치도,오는정김밥,서귀포시,서귀동,11.0,41.42857142857143,4.571428571428571,0.4761904761904761,1.2857142857142858,4.476190476190476
제주특별자치도,담백,제주시,구좌읍,11.0,84.0,4.4,0.0,0.8,4.4
제주특별자치도,히츠야,제주시,구좌읍,11.0,45.0,4.5,0.0,1.0,4.5
제주특별자치도,인카페온더비치,제주시,구좌읍,11.0,90.0,4.5,0.0,2.0,4.5
제주특별자치도,소섬바라기,제주시,우도면,11.0,30.0,5.0,0.0,0.5,5.0
제주특별자치도,섭지해녀의집,서귀포시,성산읍,11.0,30.0,4.5,0.0,1.0,4.5
제주특별자치도,스타벅스 제주노형점,제주시,노형동,11.0,48.0,4.6,0.4,0.6,4.6
제주특별자치도,바다속고등어쌈밥,제주시,애월읍,11.0,40.0,3.6666666666666665,0.1666666666666666,2.333333333333333,3.6666666666666665
제주특별자치도,어진이네횟집,서귀포시,보목동,11.0,60.0,3.0,0.0,3.5,3.0
제주특별자치도,퐁당라면,제주시,한경면,11.0,60.0,4.0,0.0,1.0,3.6666666666666665
제주특별자치도,별돈별 협재해변점,제주시,한림읍,11.0,70.0,4.0,0.0,1.0,4.0
제주특별자치도,금능제면소,제주시,한림읍,11.0,45.0,3.5,0.0,1.5,3.5
제주특별자치도,블랙씨걸,제주시,한림읍,11.0,90.0,5.0,0.0,1.0,5.0
제주특별자치도,야키토리타키비,서귀포시,중문동,11.0,70.0,5.0,0.0,0.0,4.666666666666667
제주특별자치도,한라봉스시,제주시,애월읍,11.0,65.0,3.8333333333333335,0.0,2.1666666666666665,3.5
제주특별자치도,면차롱,제주시,한림읍,11.0,60.0,1.0,0.0,1.0,1.0
제주특별자치도,테라로사 서귀포점,서귀포시,하효동,11.0,62.72727272727273,4.2727272727272725,0.1818181818181818,1.181818181818182,4.181818181818182
제주특별자치도,고씨네천지국수,서귀포시,서귀동,11.0,50.0,4.0,0.3333333333333333,1.3333333333333333,3.555555555555556
제주특별자치도,토리노카페,제주시,일도1동,11.0,60.0,4.666666666666667,0.0,1.0,4.333333333333333
제주특별자치도,외계인방앗간 제주본점,제주시,노형동,11.0,30.0,3.5,0.0,2.0,4.0
제주특별자치도,서귀피안,서귀포시,서호동,11.0,40.0,4.666666666666667,0.0,1.0,4.666666666666667
제주특별자치도,카페진정성 종점,제주시,이호일동,11.0,51.81818181818182,3.5454545454545454,0.0,1.3636363636363635,3.5454545454545454
제주특별자치도,미향해장국 성산점,서귀포시,성산읍,11.0,50.0,3.6666666666666665,0.0,2.6666666666666665,4.0
제주특별자치도,일품순두부 세화점,제주시,구좌읍,11.0,60.0,5.0,0.0,1.5,5.0
제주특별자치도,카페라라라,제주시,구좌읍,11.0,60.0,5.0,0.0,1.0,4.5
제주특별자치도,회춘 애월점,제주시,애월읍,11.0,70.0,4.666666666666667,0.0,5.333333333333333,4.333333333333333
제주특별자치도,솔동산고기국수,서귀포시,서귀동,11.0,30.0,4.5,0.0,7.0,4.5
제주특별자치도,스타벅스 제주중문점,서귀포시,색달동,11.0,67.5,3.625,0.25,2.75,3.5
제주특별자치도,어반정글그레이밤부,제주시,조천읍,11.0,80.0,4.333333333333333,0.0,3.0,4.333333333333333
제주특별자치도,고이정 본점,제주시,애월읍,11.0,55.0,4.0,0.0,1.3333333333333333,3.6666666666666665
제주특별자치도,무아르카페,제주시,한림읍,11.0,60.0,4.0,0.0,2.5,4.0
제주특별자치도,우정회센타,서귀포시,서귀동,11.0,60.0,5.0,0.6666666666666666,1.3333333333333333,5.0
제주특별자치도,제주김귤,제주시,한림읍,11.0,45.0,3.0,0.0,2.0,2.5
제주특별자치도,용용선생 제주연동점,제주시,연동,11.0,90.0,4.0,0.0,2.0,4.0
제주특별자치도,산방식당,서귀포시,대정읍,11.0,30.0,4.0,0.5,1.0,4.0
제주특별자치도,레이지펌프,제주시,애월읍,11.0,52.5,4.0,0.0,1.0,3.75
제주특별자치도,오드씽,제주시,오등동,11.0,46.66666666666666,4.666666666666667,0.2222222222222222,0.7777777777777778,4.777777777777778
제주특별자치도,화성식당,제주시,삼양이동,11.0,54.0,4.4,0.2,2.4,4.2
제주특별자치도,푸르곤,제주시,애월읍,11.0,30.0,5.0,0.0,1.0,5.0
제주특별자치도,제주약수터 본점,서귀포시,서귀동,11.0,71.25,4.75,0.25,0.875,4.75
제주특별자치도,대문집,제주시,한림읍,11.0,60.0,3.5,0.0,1.0,3.5
제주특별자치도,일빈관,제주시,한림읍,11.0,60.0,5.0,0.5,1.5,5.0
제주특별자치도,수우동,제주시,한림읍,11.0,45.0,3.75,0.25,1.125,3.375
제주특별자치도,제주홍돈 본점,제주시,한림읍,11.0,60.0,4.0,0.0,0.5,4.0
제주특별자치도,제주세호해장국 연동직영점,제주시,연동,11.0,50.0,4.666666666666667,0.3333333333333333,1.3333333333333333,4.666666666666667
제주특별자치도,알앤알,제주시,한림읍,11.0,60.0,5.0,0.0,0.5,5.0
제주특별자치도,협재비선루,제주시,한림읍,11.0,90.0,5.0,0.0,1.5,5.0
제주특별자치도,협재화덕 도나토스 DONATO'S,제주시,한림읍,11.0,60.0,4.0,0.0,1.0,4.5
제주특별자치도,송악산해물라면오빠네본가,서귀포시,대정읍,11.0,45.0,3.5,0.0,2.0,3.5
제주특별자치도,세모,제주시,구좌읍,11.0,42.0,4.8,0.0,1.2,4.2
제주특별자치도,카페아오오,서귀포시,성산읍,11.0,120.0,4.5,0.0,1.0,4.0
제주특별자치도,불특정식당,서귀포시,성산읍,11.0,90.0,4.666666666666667,0.0,1.0,4.666666666666667
제주특별자치도,스타벅스 제주성산DT점,서귀포시,성산읍,11.0,66.66666666666667,4.111111111111111,0.1111111111111111,0.4444444444444444,4.222222222222222
제주특별자치도,용두암해촌,제주시,용담삼동,11.0,60.0,4.8,0.0,1.8,4.8
제주특별자치도,장안해물보말칼국수,제주시,구좌읍,11.0,45.0,4.0,0.0,1.5,4.0
제주특별자치도,미깡창고,제주시,애월읍,11.0,60.0,4.0,0.0,1.6666666666666667,4.0
제주특별자치도,제주흑돼지마씸,제주시,삼도이동,11.0,60.0,5.0,0.0,1.6666666666666667,5.0
제주특별자치도,하루방보쌈 제주본점,제주시,삼도이동,11.0,45.0,5.0,0.0,1.5,5.0
제주특별자치도,로뎀가든,제주시,우도면,11.0,60.0,4.5,0.5,3.0,4.5
제주특별자치도,요술식탁,제주시,삼도이동,11.0,42.0,4.0,0.0,0.4,3.6
제주특별자치도,그루브,제주시,한림읍,11.0,60.0,4.0,0.2,0.4,4.0
제주특별자치도,모메존흑돼지,제주시,구좌읍,11.0,75.0,4.0,0.0,1.0,3.5
제주특별자치도,바람에스치운다,제주시,구좌읍,11.0,60.0,5.0,0.0,1.0,5.0
제주특별자치도,숙성도 중문점,서귀포시,색달동,11.0,75.0,4.125,0.125,1.25,4.0
제주특별자치도,말차이트,제주시,우도면,11.0,52.5,3.0,0.25,3.5,2.75
제주특별자치도,제주설심당 본점,제주시,용담삼동,11.0,60.0,3.5,0.0,2.5,3.5
제주특별자치도,장수물식당,제주시,연동,11.0,37.5,4.25,0.25,2.25,4.0
제주특별자치도,국수앤,서귀포시,표선면,11.0,45.0,4.5,0.5,1.5,4.75
제주특별자치도,고기에오르다,서귀포시,성산읍,11.0,60.0,4.333333333333333,0.0,1.3333333333333333,4.333333333333333
제주특별자치도,그계절,제주시,구좌읍,11.0,50.0,4.333333333333333,0.0,0.3333333333333333,4.333333333333333
제주특별자치도,백수당,제주시,구좌읍,11.0,45.0,3.5,0.0,1.0,3.5
제주특별자치도,해비치불턱,서귀포시,표선면,11.0,70.0,3.6666666666666665,0.0,1.6666666666666667,3.6666666666666665
제주특별자치도,몸냥식탁,서귀포시,중문동,11.0,60.0,5.0,0.0,1.5,5.0
제주특별자치도,검은여식당,서귀포시,표선면,11.0,50.0,5.0,0.0,1.0,5.0
제주특별자치도,섭섭이네,제주시,구좌읍,11.0,40.0,4.0,0.0,0.8333333333333334,3.8333333333333335
제주특별자치도,우럭의숲,제주시,삼도이동,11.0,60.0,5.0,0.0,1.0,5.0
제주특별자치도,세화갈비,제주시,구좌읍,11.0,60.0,5.0,0.0,1.0,5.0
제주특별자치도,장모식탁,제주시,이도이동,11.0,52.5,4.5,0.0,0.75,4.25
제주특별자치도,베터플랫,제주시,삼도이동,11.0,45.0,3.0,0.0,0.5,3.0
제주특별자치도,마루해물라면,제주시,용담삼동,11.0,40.0,3.6666666666666665,0.0,1.3333333333333333,3.6666666666666665
제주특별자치도,모살물 2호점,제주시,연동,11.0,45.0,4.0,0.0,1.0,4.0
제주특별자치도,돈뜨레 용담점,제주시,용담삼동,11.0,60.0,4.5,0.0,1.0,4.5
제주특별자치도,유리네,제주시,연동,11.0,54.0,4.2,0.0,4.2,4.0
제주특별자치도,애월더선셋,제주시,애월읍,11.0,75.0,4.5,0.0,0.5,4.5
제주특별자치도,삼대국수회관 서귀포점,서귀포시,서귀동,11.0,50.0,2.333333333333333,0.0,1.0,2.333333333333333
제주특별자치도,가시식당,서귀포시,표선면,11.0,30.0,4.5,0.0,0.5,4.0
제주특별자치도,카페블루하우스 올레시장점,서귀포시,서귀동,11.0,30.0,3.5,0.0,0.0,3.5
제주특별자치도,순대이야기,서귀포시,동홍동,11.0,40.0,4.0,0.0,1.3333333333333333,4.0
제주특별자치도,연미정,제주시,구좌읍,11.0,60.0,3.75,0.0,1.5,3.5
제주특별자치도,벵디,제주시,구좌읍,11.0,40.0,4.333333333333333,0.1666666666666666,1.6666666666666667,4.333333333333333
제주특별자치도,만금식당,서귀포시,하효동,11.0,30.0,4.5,0.0,1.5,4.5
제주특별자치도,곰막식당,제주시,구좌읍,11.0,53.333333333333336,4.111111111111111,0.2222222222222222,0.8888888888888888,4.222222222222222
제주특별자치도,색달식당 중문갈치조림구이 본점,서귀포시,하예동,11.0,70.0,5.0,0.0,3.0,5.0
제주특별자치도,오름나그네,제주시,조천읍,11.0,40.0,5.0,0.3333333333333333,2.333333333333333,5.0
제주특별자치도,꽃밥,제주시,애월읍,11.0,60.0,4.0,0.0,0.0,4.0
제주특별자치도,카페이피엘,서귀포시,남원읍,11.0,45.0,3.5,0.5,0.5,3.5
제주특별자치도,라토커피,제주시,이도2동,11.0,40.0,3.333333333333333,0.0,1.3333333333333333,3.333333333333333
제주특별자치도,가시아방국수,서귀포시,성산읍,11.0,56.25,4.25,0.0,1.375,4.25
