TRAVEL_ID,VISIT_AREA_NM,SIDO,GUNGU,EUPMYEON,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM
d_d001374,자드부팡,제주특별자치도,제주시,조천읍,11.0,5.0,5.0,5.0,30.0,0,d001374,6,여,30,4,1,5,2,4,4,3,4,6,8.0,2,0
d_d001374,카페아오오,제주특별자치도,서귀포시,성산읍,11.0,5.0,5.0,5.0,30.0,0,d001374,6,여,30,4,1,5,2,4,4,3,4,6,8.0,2,0
d_d001374,삼대국수회관 본점,제주특별자치도,제주시,일도이동,11.0,5.0,5.0,5.0,30.0,0,d001374,6,여,30,4,1,5,2,4,4,3,4,6,8.0,2,0
d_d002773,로뎀가든,제주특별자치도,제주시,우도면,11.0,5.0,4.0,5.0,30.0,0,d002773,2,남,30,6,4,4,3,4,4,5,3,6,2.0,2,2
d_d002773,어우늘,제주특별자치도,제주시,오라이동,11.0,5.0,5.0,5.0,60.0,0,d002773,2,남,30,6,4,4,3,4,4,5,3,6,2.0,2,2
d_d002773,청호식당,제주특별자치도,서귀포시,성산읍,11.0,5.0,5.0,5.0,60.0,0,d002773,2,남,30,6,4,4,3,4,4,5,3,6,2.0,2,2
d_d002773,도두해녀의집,제주특별자치도,제주시,도두일동,11.0,4.0,4.0,5.0,60.0,0,d002773,2,남,30,6,4,4,3,4,4,5,3,6,2.0,2,2
d_d002773,블랑로쉐,제주특별자치도,제주시,우도면,11.0,5.0,5.0,5.0,30.0,0,d002773,2,남,30,6,4,4,3,4,4,5,3,6,2.0,2,2
d_d002773,로봇스퀘어&카페 그디글라&시화루,제주특별자치도,제주시,구좌읍,11.0,4.0,4.0,4.0,60.0,0,d002773,2,남,30,6,4,4,3,4,4,5,3,6,2.0,2,2
d_d001209,스타벅스 제주공항DT점,제주특별자치도,제주시,용담이동,11.0,4.0,4.0,4.0,30.0,0,d001209,2,여,20,1,1,1,1,4,4,1,4,7,7.0,2,0
d_d001209,해월정,제주특별자치도,제주시,구좌읍,11.0,4.0,4.0,4.0,60.0,0,d001209,2,여,20,1,1,1,1,4,4,1,4,7,7.0,2,0
a_a000394,마니산산채,인천,강화군,화도면,11.0,4.0,5.0,4.0,60.0,1,a000394,6,남,30,6,2,2,2,5,5,2,3,3,2.0,1,4
a_a001721,노지식당,인천,강화군,삼산면,11.0,4.0,4.0,4.0,30.0,0,a001721,10,여,40,3,4,1,1,1,5,1,2,6,3.0,1,1
d_d000233,한아름식당,제주특별자치도,서귀포시,표선면,11.0,5.0,5.0,5.0,60.0,0,d000233,2,여,40,1,4,5,2,2,5,2,6,6,9.0,2,3
d_d000233,당케올레국수,제주특별자치도,서귀포시,표선면,11.0,5.0,5.0,5.0,60.0,0,d000233,2,여,40,1,4,5,2,2,5,2,6,6,9.0,2,3
d_d000233,스타벅스 제주애월DT점,제주특별자치도,제주시,애월읍,11.0,4.0,3.0,4.0,60.0,0,d000233,2,여,40,1,4,5,2,2,5,2,6,6,9.0,2,3
d_d000233,고집돌우럭 제주공항점,제주특별자치도,제주시,건입동,11.0,3.0,3.0,3.0,90.0,0,d000233,2,여,40,1,4,5,2,2,5,2,6,6,9.0,2,3
d_d000233,토속음식 한고집,제주특별자치도,제주시,조천읍,11.0,4.0,3.0,3.0,60.0,0,d000233,2,여,40,1,4,5,2,2,5,2,6,6,9.0,2,3
d_d000525,딜레탕트,제주특별자치도,제주시,조천읍,11.0,5.0,4.0,5.0,30.0,1,d000525,21,여,30,3,3,1,4,2,2,2,5,4,2.0,2,0
d_d000525,바누카페,제주특별자치도,제주시,조천읍,11.0,5.0,4.0,4.0,120.0,1,d000525,21,여,30,3,3,1,4,2,2,2,5,4,2.0,2,0
d_d000525,바누카페,제주특별자치도,제주시,조천읍,11.0,5.0,5.0,5.0,540.0,1,d000525,21,여,30,3,3,1,4,2,2,2,5,4,2.0,2,0
