TRAVEL_ID,VISIT_AREA_NM,SIDO,GUNGU,EUPMYEON,VISIT_AREA_TYPE_CD,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,RESIDENCE_TIME_MIN,REVISIT_YN,TRAVELER_ID,TRAVEL_MISSION_PRIORITY,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_NUM,TRAVEL_COMPANIONS_NUM
d_d002375,메종글래드제주,제주특별자치도,제주시,연동,24.0,5.0,5.0,5.0,480.0,1,d002375,10,남,30,4,4,4,4,2,4,4,6,6,1.0,1,0
d_d002375,호텔케니모슬포,제주특별자치도,서귀포시,대정읍,24.0,5.0,5.0,5.0,120.0,0,d002375,10,남,30,4,4,4,4,2,4,4,6,6,1.0,1,0
a_a002495,웨스턴그레이스호텔,인천,중구,중산동,24.0,4.0,4.0,4.0,300.0,0,a002495,23,여,30,3,2,2,2,3,6,5,2,6,3.0,1,2
d_d001788,라마다프라자 제주호텔,제주특별자치도,제주시,삼도2동,24.0,3.0,3.0,3.0,60.0,1,d001788,22,남,20,2,3,1,2,3,2,3,1,7,3.0,2,1
d_d001788,라마다프라자 제주호텔,제주특별자치도,제주시,삼도2동,24.0,3.0,3.0,3.0,390.0,0,d001788,22,남,20,2,3,1,2,3,2,3,1,7,3.0,2,1
d_d001788,히든클리프호텔&네이쳐,제주특별자치도,서귀포시,상예동,24.0,3.0,3.0,3.0,330.0,0,d001788,22,남,20,2,3,1,2,3,2,3,1,7,3.0,2,1
d_d009826,롯데호텔 제주,제주특별자치도,서귀포시,색달동,24.0,5.0,5.0,5.0,300.0,0,d009826,23,여,40,4,2,4,1,4,2,6,1,6,9.0,2,3
d_d009826,소노벨 제주,제주특별자치도,제주시,조천읍,24.0,3.0,2.0,3.0,180.0,0,d009826,23,여,40,4,2,4,1,4,2,6,1,6,9.0,2,3
d_d007809,아이브리조트,제주특별자치도,서귀포시,영남동,24.0,5.0,5.0,5.0,300.0,1,d007809,5,여,20,4,4,3,2,5,4,6,6,7,2.0,1,3
d_d007809,아이브리조트,제주특별자치도,서귀포시,영남동,24.0,5.0,5.0,5.0,150.0,1,d007809,5,여,20,4,4,3,2,5,4,6,6,7,2.0,1,3
d_d007809,아이브리조트,제주특별자치도,서귀포시,영남동,24.0,5.0,5.0,5.0,150.0,0,d007809,5,여,20,4,4,3,2,5,4,6,6,7,2.0,1,3
d_d003458,엠제이호텔,제주특별자치도,제주시,연동,24.0,3.0,3.0,3.0,180.0,0,d003458,9,여,30,4,5,1,2,1,1,1,1,5,2.0,2,1
d_d001340,마레1440,제주특별자치도,제주시,구좌읍,24.0,4.0,4.0,4.0,60.0,1,d001340,22,여,20,4,4,5,2,4,4,2,4,6,1.0,4,1
d_d001340,마레1440,제주특별자치도,제주시,구좌읍,24.0,4.0,4.0,4.0,240.0,0,d001340,22,여,20,4,4,5,2,4,4,2,4,6,1.0,4,1
d_d001340,마레1440,제주특별자치도,제주시,구좌읍,24.0,4.0,4.0,4.0,30.0,1,d001340,22,여,20,4,4,5,2,4,4,2,4,6,1.0,4,1
d_d003735,코업시티호텔 하버뷰,제주특별자치도,서귀포시,남원읍,24.0,5.0,5.0,5.0,30.0,1,d003735,9,여,30,4,1,1,1,4,7,4,1,7,2.0,3,1
d_d003735,코업시티호텔 하버뷰,제주특별자치도,서귀포시,남원읍,24.0,5.0,5.0,5.0,30.0,0,d003735,9,여,30,4,1,1,1,4,7,4,1,7,2.0,3,1
d_d003735,코업시티호텔 하버뷰,제주특별자치도,서귀포시,남원읍,24.0,5.0,5.0,5.0,30.0,0,d003735,9,여,30,4,1,1,1,4,7,4,1,7,2.0,3,1
d_d004293,호텔케니모슬포,제주특별자치도,서귀포시,대정읍,24.0,4.0,3.0,4.0,60.0,0,d004293,3,남,30,12,2,1,1,6,6,6,2,7,2.0,1,1
d_d002029,금호제주리조트,제주특별자치도,서귀포시,남원읍,24.0,5.0,4.0,4.0,210.0,1,d002029,21,남,50,11,1,1,1,4,7,4,6,6,3.0,4,1
d_d002029,금호제주리조트,제주특별자치도,서귀포시,남원읍,24.0,5.0,5.0,5.0,210.0,1,d002029,21,남,50,11,1,1,1,4,7,4,6,6,3.0,4,1
d_d002029,금호제주리조트,제주특별자치도,서귀포시,남원읍,24.0,5.0,5.0,5.0,240.0,1,d002029,21,남,50,11,1,1,1,4,7,4,6,6,3.0,4,1
d_d001850,제주사교장,제주특별자치도,제주시,삼도이동,24.0,5.0,5.0,5.0,210.0,0,d001850,5,남,30,4,2,2,2,3,2,4,3,4,1.0,1,1
d_d009007,타마라 제주,제주특별자치도,서귀포시,법환동,24.0,5.0,5.0,5.0,150.0,0,d009007,10,여,60,2,2,2,2,3,2,4,6,4,2.0,2,1
d_d009007,타마라 제주,제주특별자치도,서귀포시,법환동,24.0,5.0,5.0,5.0,150.0,0,d009007,10,여,60,2,2,2,2,3,2,4,6,4,2.0,2,1
d_d009007,파르나스호텔 제주,제주특별자치도,서귀포시,색달동,24.0,5.0,5.0,5.0,270.0,0,d009007,10,여,60,2,2,2,2,3,2,4,6,4,2.0,2,1
