SIDO,VISIT_AREA_NM,GUNGU,EUPMYEON,VISIT_AREA_TYPE_CD,RESIDENCE_TIME_MIN_mean,RCMDTN_INTENTION_mean,REVISIT_YN_mean,TRAVEL_COMPANIONS_NUM_mean,REVISIT_INTENTION_mean
서울,롯데시티호텔 마포,마포구,공덕동,24.0,360.0,4.5,0.0,1.5,4.5
경기,라비돌리조트컨트리클럽,화성시,정남면,24.0,660.0,3.5,0.0,1.0,3.0
인천,송도센트럴파크호텔,연수구,송도동,24.0,438.0,4.0,0.6,1.0,4.0
경기,호텔M스토리,수원시,팔달구,24.0,765.0,4.0,0.0,1.0,4.0
서울,JK블라썸호텔,강서구,염창동,24.0,495.0,2.5,0.0,1.0,1.0
경기,더포레스트원,양평군,청운면,24.0,375.0,4.5,0.5,10.0,4.5
경기,에이스모텔,양평군,용문면,24.0,195.0,3.0,0.0,0.0,3.0
서울,소테츠프레사 인서울명동,중구,명동2가,24.0,75.0,3.5,0.75,2.0,3.5
경기,설악하우스,시흥시,정왕동,24.0,120.0,4.0,0.0,1.0,4.0
서울,더캡슐 명동점,중구,예관동,24.0,170.0,3.0,0.3333333333333333,1.0,3.333333333333333
서울,호텔컬리넌 종로,종로구,낙원동,24.0,105.0,4.0,0.0,0.0,4.0
서울,호텔더디자이너스 동대문,중구,쌍림동,24.0,105.0,4.0,0.0,1.0,4.0
경기,스테이온디엣지 풀램핑,가평군,청평면,24.0,710.0,5.0,0.0,3.0,5.0
강원,하이오션 경포,강릉시,안현동,24.0,100.0,4.333333333333333,0.0,1.3333333333333333,4.333333333333333
경기,가평 이든펜션,가평군,북면,24.0,195.0,3.0,0.0,1.0,3.0
경기,라팡드포레펜션,양평군,단월면,24.0,195.0,4.0,0.0,2.0,4.0
서울,호텔 스카이파크 킹스타운 동대문점,중구,을지로6가,24.0,735.0,4.5,0.0,0.5,4.5
서울,H에비뉴 건대점,광진구,화양동,24.0,90.0,5.0,0.0,1.0,5.0
서울,공군호텔,영등포구,신길동,24.0,75.0,5.0,0.0,0.0,5.0
인천,루비관광호텔 월미도,중구,북성동1가,24.0,90.0,3.0,0.5,1.0,3.0
인천,인천스테이호텔,연수구,옥련동,24.0,765.0,5.0,0.0,1.0,5.0
서울,웨스틴조선 서울지점,중구,소공동,24.0,1425.0,5.0,1.0,1.0,5.0
서울,글래드 마포,마포구,도화동,24.0,705.0,5.0,0.0,1.0,5.0
서울,하이서울유스호스텔,영등포구,영등포동7가,24.0,135.0,5.0,0.0,1.0,4.5
서울,용산푸르지오파크타운2단지아파트 207동,용산구,동빙고동,24.0,200.0,4.333333333333333,0.3333333333333333,9.0,4.0
경기,현대썬앤빌오피스텔,고양시,덕양구,24.0,108.0,3.0,0.8,1.0,3.2
서울,더리프 사당,관악구,남현동,24.0,75.0,4.0,0.0,3.0,4.0
경기,하이팰리스 풀빌라펜션,가평군,청평면,24.0,405.0,5.0,0.5,3.0,5.0
서울,신라스테이 서초,서초구,서초동,24.0,135.0,3.0,0.5,2.0,3.0
경기,코트야드 바이메리어트 서울 판교,성남시,분당구,24.0,187.5,5.0,1.0,3.0,5.0
경기,제부비치콘도,화성시,서신면,24.0,135.0,3.0,0.0,1.0,3.0
서울,엠앤럭키호텔,종로구,돈의동,24.0,105.0,4.0,0.5,9.5,4.0
서울,호텔쿠레타케소 인사동,종로구,인사동,24.0,75.0,4.0,0.0,1.0,4.0
서울,호텔아트리움 종로,종로구,인의동,24.0,75.0,5.0,0.5,3.0,5.0
경기,벨라스위트호텔,수원시,팔달구,24.0,225.0,4.0,0.5,1.0,4.0
경기,프렌즈키즈풀빌라,포천시,영북면,24.0,450.0,2.0,0.0,3.0,2.0
서울,크라운호텔,종로구,낙원동,24.0,345.0,3.0,0.5,2.0,3.0
제주특별자치도,호텔케니모슬포,서귀포시,대정읍,24.0,258.0,4.5,0.1,0.7,4.1
제주특별자치도,더베스트제주성산,서귀포시,성산읍,24.0,141.0,4.1,0.7,1.0,4.1
제주특별자치도,호텔스위트캐슬,제주시,조천읍,24.0,162.0,4.4,0.0,1.0,4.0
제주특별자치도,리치호텔,제주시,애월읍,24.0,150.0,5.0,0.0,0.8,5.0
전북,호텔IMT,군산시,나운동,24.0,150.0,3.0,0.5,1.0,3.0
인천,호텔월,남동구,논현동,24.0,630.0,3.5,0.0,0.0,4.0
서울,H에비뉴 이대점,마포구,노고산동,24.0,412.5,3.0,0.0,3.0,2.75
경기,이천미란다호텔,이천시,안흥동,24.0,160.0,5.0,0.0,2.0,5.0
경기,남이섬리베라펜션,가평군,가평읍,24.0,60.0,5.0,0.0,2.0,5.0
서울,호텔케이월드,광진구,자양동,24.0,45.0,2.5,0.0,1.0,1.0
인천,인천환경공단 송도스포츠파크 캠핑장,연수구,송도동,24.0,330.0,5.0,1.0,1.0,5.0
경기,새와참새,가평군,설악면,24.0,690.0,2.5,1.0,3.0,2.0
경기,알멕스랜드,연천군,왕징면,24.0,930.0,5.0,1.0,2.0,5.0
서울,해밀톤호텔,용산구,이태원동,24.0,555.0,5.0,0.0,2.0,5.0
서울,명동멀린호텔,중구,충무로5가,24.0,60.0,4.0,0.0,3.0,4.0
서울,코리아나호텔,중구,태평로1가,24.0,120.0,4.0,0.0,3.0,3.0
경기,호텔푸르미르,화성시,안녕동,24.0,135.0,3.0,0.5,2.0,2.0
경기,탑클라우드호텔 수원점,수원시,장안구,24.0,780.0,5.0,0.5,0.0,5.0
경기,용설호수캠핑장,안성시,죽산면,24.0,400.0,4.0,1.0,0.0,4.0
서울,렉시호텔,강남구,역삼동,24.0,280.0,3.333333333333333,0.0,0.0,3.333333333333333
인천,홀리데이인인천송도,연수구,송도동,24.0,120.0,4.0,0.6666666666666666,0.0,4.0
경기,CS프리미어호텔,안양시,만안구,24.0,1090.0,3.0,0.0,1.0,3.0
서울,호텔스카이파크 동대문1호점,중구,오장동,24.0,80.0,2.333333333333333,0.6666666666666666,1.0,2.333333333333333
경남,호텔시카고,진주시,장대동,24.0,195.0,5.0,0.0,1.0,5.0
경기,그래비티 서울 판교 오토그래프컬렉션,성남시,분당구,24.0,75.0,5.0,0.0,2.0,5.0
서울,라이즈오토그래프컬렉션,마포구,서교동,24.0,180.0,4.5,0.0,1.0,4.5
경기,모짜르트캠핑장,양평군,단월면,24.0,330.0,5.0,1.0,4.0,5.0
경기,지안힐링라운지,가평군,설악면,24.0,480.0,5.0,0.5,2.0,5.0
서울,3게스트하우스,중구,남산동2가,24.0,75.0,4.0,0.5,1.0,3.0
경기,라임오렌지펜션,양평군,옥천면,24.0,105.0,4.0,0.0,1.0,5.0
경기,유명산밸리캠핑장,가평군,설악면,24.0,660.0,4.0,0.5,1.0,4.0
강원,제이드펜션,춘천시,남산면,24.0,240.0,5.0,0.0,1.0,5.0
전북,마루호텔,군산시,신영동,24.0,510.0,4.333333333333333,0.6666666666666666,1.3333333333333333,4.333333333333333
경기,대부도 로그인 펜션,안산시,단원구,24.0,480.0,2.0,0.0,14.0,2.0
서울,스위스모텔,종로구,충신동,24.0,560.0,1.3333333333333333,0.6666666666666666,0.0,1.6666666666666667
경기,호텔썬스테이,용인시,처인구,24.0,525.0,5.0,0.5,2.0,5.0
경기,양평부림오토캠핑장,양평군,개군면,24.0,945.0,5.0,0.0,2.0,4.5
